gene_id	SRX8042381	SRX8042382	SRX8042383	SRX8042384	SRX8042385	SRX8042386
ENSMUSG00000078235	4.64019747	3.52164521	4.81577834	4.48673193	3.67335814	4.21747667
ENSMUSG00000107105	5.13781876	3.05343976	2.44932234	1.83486932	2.63040153	2.74144231
ENSMUSG00000086040	6.871459	7.87969102	8.78784618	8.08625243	7.74642439	8.25123581
ENSMUSG00000038179	8.29986131	5.69504475	3.42106522	4.60679589	5.80697806	6.26734114
ENSMUSG00000020848	6.20842997	5.84150955	6.77732746	5.94066043	6.52384673	5.7865752
ENSMUSG00000020297	7.66256055	8.43345546	9.22041295	8.65775848	8.06632371	8.57795201
ENSMUSG00000029754	2.28121451	3.6497847	2.85534499	4.10500348	3.35428614	2.80496697
ENSMUSG00000027500	7.36881124	7.55768869	8.00741149	7.69720364	7.36046285	8.06645284
ENSMUSG00000106775	4.2321126	6.65006528	2.15497245	3.39240782	3.85512132	4.46885816
ENSMUSG00000022288	3.02548071	4.61390995	2.31544106	1.80975188	2.72619384	2.34945033
ENSMUSG00000036422	5.46585989	6.61293672	7.18505316	6.34788017	5.7519363	5.3954958
ENSMUSG00000050963	4.78335094	3.71369619	5.58280519	5.85004843	3.57274055	4.5559326
ENSMUSG00000036185	5.7262925	2.7358594	1.88163794	2.72279862	3.57465494	4.79165361
ENSMUSG00000051401	4.10647264	4.41434166	5.79285263	6.14000125	4.75339131	4.49803796
ENSMUSG00000102697	5.12890928	5.33022026	6.85918519	6.49520454	6.49371859	6.40582906
ENSMUSG00000075318	8.7512281	8.76464175	9.70170896	9.22188661	8.36392997	8.86403568
ENSMUSG00000090063	3.12327358	5.18379043	5.89139046	6.2048195	4.10667882	5.62183533
ENSMUSG00000085800	4.96397311	3.06625309	1.88209316	2.09127848	4.06545976	2.85610942
ENSMUSG00000021647	7.91048993	5.71544579	8.97869673	5.25719722	7.05165623	9.75661341
ENSMUSG00000066108	6.39759815	3.7450048	2.15146274	3.30201796	4.79612707	4.49653607
ENSMUSG00000058153	7.94771722	7.86555011	8.80071225	8.16102214	7.97075515	8.21135164
ENSMUSG00000106106	14.07676437	13.10338189	10.6374024	13.67860682	17.64836113	15.17007149
ENSMUSG00000032739	2.24301399	3.07322802	2.84387812	4.38891867	3.55412382	3.75664628
ENSMUSG00000029211	6.43259335	6.47891588	7.31541511	6.53002824	6.41555788	6.43921297
ENSMUSG00000024245	4.44580821	6.19806021	6.18225648	4.68474563	6.49183973	5.8733161
ENSMUSG00000063354	6.39093572	3.76540415	2.62565853	3.07747496	5.15150753	3.95462007
ENSMUSG00000068129	8.70856192	5.31381249	4.13091359	5.47249884	5.71387707	7.7654926
ENSMUSG00000025468	6.06751387	5.5229103	6.74149837	6.40278955	5.92870385	6.13752492
ENSMUSG00000032589	9.75191005	9.73867551	10.89714049	10.42964647	10.1019754	9.98118683
ENSMUSG00000031293	5.89944303	6.81607953	4.22230913	4.77418353	10.01650849	6.32173534
ENSMUSG00000031883	3.83160412	3.73364864	4.58021762	3.81415398	4.69358002	4.08318203
ENSMUSG00000042532	5.76965891	5.30631948	7.1556754	6.62228149	5.9307096	7.03880636
ENSMUSG00000097914	5.27049108	3.49482456	2.53127508	2.28700398	2.67155462	3.06927341
ENSMUSG00000007207	6.97465136	7.70490288	8.03734161	7.1939783	6.54274508	7.47912411
ENSMUSG00000043301	6.61220584	5.77589698	6.92599692	6.12955514	6.40747112	5.80200386
ENSMUSG00000029544	6.98769726	5.99879223	7.75655391	7.79511081	6.18908357	6.80340434
ENSMUSG00000026204	9.16823171	8.69751097	9.22771679	9.29670785	8.71313463	8.69927542
ENSMUSG00000076609	6.99839496	4.53091566	2.59020876	10.85603125	12.42773761	13.21499186
ENSMUSG00000067149	4.43122543	3.38327249	2.40156631	8.81882861	9.89869878	10.96415923
ENSMUSG00000023828	4.37173315	3.33782814	1.89189697	4.05652258	3.56652721	2.40475858
ENSMUSG00000015568	10.5395349	7.18385813	5.69260741	6.80026523	7.96983368	8.22040251
ENSMUSG00000102876	3.34422599	3.1426035	1.90927301	3.47641946	2.67206805	2.35293076
ENSMUSG00000025885	5.62406696	4.72196714	6.38633662	5.94445918	4.69667256	5.84000479
ENSMUSG00000096847	7.17387775	6.48179403	7.96477731	7.6733838	6.69187707	7.81842756
ENSMUSG00000104159	5.19875405	3.36457987	2.03999894	2.73452364	4.10493261	2.35565392
ENSMUSG00000048251	6.55634766	7.47212641	8.40584245	8.21849532	7.44514727	7.74966409
ENSMUSG00000030162	5.97801957	3.86352034	2.28061897	3.33873686	3.56022602	3.35670635
ENSMUSG00000045038	9.31222935	9.12268787	9.78450451	9.36496052	9.23022689	9.38679492
ENSMUSG00000047013	6.83928145	6.8386579	7.85872893	7.51111872	7.07015922	7.3694972
ENSMUSG00000085830	2.23720402	4.70449788	4.61770085	4.76820402	4.44527176	2.89691817
ENSMUSG00000021708	7.30044833	6.82673863	7.83242773	7.17760315	7.95952408	6.75378968
ENSMUSG00000020431	9.34262175	9.95513203	10.65129644	9.9947606	10.43580518	10.04593004
ENSMUSG00000025422	9.71292253	10.13041355	10.9735537	10.77303815	9.79006858	10.59394654
ENSMUSG00000024261	7.22664581	6.39396295	7.67819117	7.03506289	5.67200341	6.80916011
ENSMUSG00000103201	2.26927198	4.48887748	3.8229518	3.04327822	2.91586248	4.06414213
ENSMUSG00000032988	6.34213634	2.85230909	2.61437682	3.49630279	5.57593295	3.635784
ENSMUSG00000080736	5.1518362	3.26348726	2.02228577	2.51679063	2.76892939	3.43005341
ENSMUSG00000047842	7.71787559	7.39496387	8.5051316	7.9202533	7.47388928	8.02789551
ENSMUSG00000045036	2.9403038	2.37324182	2.0532669	3.62397816	3.8334438	3.1588793
ENSMUSG00000071265	4.86206656	5.74112411	5.9365457	5.28906864	5.05746467	5.44154726
ENSMUSG00000040035	8.73712906	8.55367241	9.19397768	8.41896953	8.15002187	8.33073172
ENSMUSG00000030000	7.43228628	7.68377547	7.81856541	7.30101314	6.36215915	6.66868462
ENSMUSG00000044667	8.19500268	7.92759291	8.55729105	8.29543178	8.07124298	7.82560978
ENSMUSG00000019785	4.90195451	4.21774581	5.32416639	5.51054929	3.86530384	4.50544381
ENSMUSG00000079657	4.52424466	5.81796487	5.81023176	5.00204767	5.41511126	5.40924188
ENSMUSG00000044912	5.00768043	6.03418454	6.4772504	6.04901711	5.69570038	6.35184938
ENSMUSG00000025427	6.15331036	6.57316364	7.79265122	7.58428737	5.96811069	6.99567235
ENSMUSG00000024268	8.41335694	8.39685078	9.53579036	9.15369565	8.15087753	9.01329726
ENSMUSG00000020734	5.25207061	3.76907577	6.19087568	6.75685146	5.00982825	5.96659843
ENSMUSG00000032503	8.0474242	8.61578928	9.41304325	9.35282363	7.09578402	8.27893113
ENSMUSG00000039628	2.22608788	3.17851607	2.40160189	4.06328791	4.88335701	3.13629454
ENSMUSG00000095079	6.02799911	4.04736754	3.16803063	9.43181389	10.5456684	10.71356309
ENSMUSG00000036815	6.09422752	5.6824053	7.28144535	6.92838175	6.23540955	7.19338305
ENSMUSG00000019906	5.92116609	6.4537306	6.91595841	6.54537911	6.28521965	6.35674726
ENSMUSG00000031097	5.95821316	2.15103257	2.47287199	3.28283838	3.37406398	3.97161087
ENSMUSG00000033981	9.25621212	9.7241472	10.32024225	9.82282051	9.07011345	9.14205742
ENSMUSG00000085599	2.9618303	5.88723814	2.09867317	2.55281408	2.88739427	2.94762693
ENSMUSG00000102958	2.61863808	5.52921292	2.54309489	1.8131193	3.64124354	3.5450922
ENSMUSG00000086503	15.69064528	7.68091998	12.48496265	2.73866595	5.04321992	15.12100842
ENSMUSG00000106018	2.59336573	2.37615738	3.12699348	3.07006663	2.70223005	2.7999665
ENSMUSG00000000982	7.86402818	4.32333118	3.05805491	4.12270181	5.47656426	6.84426542
ENSMUSG00000027748	6.086579	3.9943717	5.21254667	4.40255857	3.20520737	3.98551102
ENSMUSG00000087516	3.30856069	5.67847243	2.74952902	2.67443336	3.21086815	2.38191052
ENSMUSG00000040026	4.22143123	4.03431995	4.18844267	3.09654766	3.1988238	2.86421077
ENSMUSG00000027438	8.86868993	8.65229526	9.42289749	8.97674292	8.63995365	8.48048654
ENSMUSG00000030222	3.42647509	4.96273491	3.27217995	5.41372414	4.83202794	4.37761948
ENSMUSG00000078117	5.13059205	3.34609207	4.45166674	3.32326184	3.18020446	3.7579106
ENSMUSG00000090291	4.26863828	5.12634377	4.14956883	6.18016624	3.89074084	4.43101697
ENSMUSG00000032511	4.79041315	3.98136478	5.22850681	6.32433157	5.83698045	4.73008513
ENSMUSG00000052581	5.84738875	6.40392227	6.89918683	6.8120272	6.10180177	5.89855429
ENSMUSG00000086712	3.66533846	3.55161135	2.08030605	3.95555948	2.6861588	3.62894924
ENSMUSG00000082163	5.73375796	4.35795305	2.02529385	2.45238016	4.4734079	3.79788506
ENSMUSG00000049741	2.34402684	4.54337362	1.82495526	1.87663768	4.33135923	3.0403756
ENSMUSG00000067219	2.25462908	2.33937638	2.03183101	2.11046344	5.37094529	3.36003393
ENSMUSG00000045034	4.53100887	4.24769881	5.07090119	4.0578958	4.80566247	5.2563197
ENSMUSG00000095134	6.71236902	5.28914801	6.37025506	5.34397093	5.96191602	5.02822031
ENSMUSG00000088576	3.4689429	5.91914118	1.67676012	2.97894983	4.88039946	3.67501061
ENSMUSG00000008489	6.68402545	6.18283519	6.76062526	5.58967222	5.66223818	6.59599008
ENSMUSG00000020950	6.51636686	5.81425932	7.22431117	7.26603454	5.9628596	6.63944197
ENSMUSG00000051054	3.66915747	2.8179588	3.09234467	2.05852568	2.62908302	2.37661651
ENSMUSG00000040640	7.95516945	7.83425278	8.65169375	8.23012963	7.60193567	7.67237613
ENSMUSG00000028003	7.26970076	4.86756628	3.56788526	3.12298073	6.39499841	4.37426778
ENSMUSG00000036564	10.22717331	10.69279419	11.29528833	11.0066765	10.57031631	10.49763803
ENSMUSG00000105526	2.63970862	4.25905738	3.8508258	3.19497717	3.92462245	3.09793239
ENSMUSG00000097072	4.49711507	5.86956579	2.59457858	1.83170883	3.87008294	2.83346734
ENSMUSG00000031144	9.84006772	9.57063036	10.70693404	10.07477155	10.08783163	10.28274226
ENSMUSG00000009394	9.24149192	8.89031874	9.55652036	8.97109531	8.6974065	8.79903442
ENSMUSG00000021700	8.11946725	7.54270669	8.81998966	8.84773148	6.63137699	8.75733471
ENSMUSG00000045573	5.87407703	6.9500158	7.33157677	7.35402946	5.3293744	7.17260949
ENSMUSG00000024479	6.72934296	6.63857101	7.61829116	7.24377679	6.58165939	7.15901436
ENSMUSG00000054976	5.89347358	6.36965658	6.39099426	5.34454632	5.76548477	5.76608102
ENSMUSG00000006435	7.57018735	7.83863964	8.69196693	8.36967119	7.67257526	8.70640474
ENSMUSG00000084235	2.22104913	4.72097255	1.69821295	2.09518427	2.64488692	4.2850485
ENSMUSG00000031137	6.75717578	5.75129258	7.08939111	6.32158346	6.00667998	6.74807744
ENSMUSG00000030518	5.89765043	6.07783278	6.78843157	7.22870148	6.36979353	6.47085708
ENSMUSG00000102902	2.24515928	3.07982655	2.31234901	3.32182347	2.65599533	2.35855843
ENSMUSG00000047485	5.15093214	5.24781729	6.02825743	6.35500391	4.71347616	5.66526177
ENSMUSG00000036062	8.25242333	8.06309959	8.91460517	8.60184895	7.77797553	8.6643932
ENSMUSG00000025658	8.33095135	8.29484172	8.98591656	8.48054666	8.53963269	8.04826259
ENSMUSG00000019992	2.98454238	4.90438725	2.37117558	2.10199128	2.67986678	2.77491112
ENSMUSG00000023903	4.08710818	3.7249174	2.37622774	4.43260551	3.58014979	3.62376599
ENSMUSG00000061911	8.14833439	8.02834838	8.76794002	8.5301189	7.75494331	7.96612582
ENSMUSG00000063388	4.06723565	3.18238495	1.65471627	2.13385411	5.97375772	3.38763559
ENSMUSG00000032500	4.81439113	6.4161406	6.09686589	7.49634987	7.07997765	5.8060785
ENSMUSG00000075478	6.98808245	7.66917627	7.85812024	7.15425021	7.4221809	7.25415526
ENSMUSG00000052479	2.82209823	2.71013491	3.73044267	3.11432801	3.53945896	3.54122276
ENSMUSG00000105663	5.06924533	3.46563611	4.48080909	4.65183281	2.56766698	2.97218947
ENSMUSG00000029055	6.27315278	5.28384434	7.6836976	7.87873829	7.88627034	7.23042134
ENSMUSG00000024353	3.34952808	3.07012934	2.30904513	3.04891404	5.63261468	6.2974634
ENSMUSG00000031870	5.61879871	4.9781549	5.22594157	4.55129531	4.74497367	3.90511444
ENSMUSG00000104851	3.83643277	6.76450586	3.04271398	3.36050551	4.82176214	3.9526181
ENSMUSG00000027297	5.49940267	4.72116071	5.39287167	4.24234949	5.12978525	5.13125922
ENSMUSG00000037771	6.09330723	5.21532256	6.27565012	6.48805614	4.72966648	5.5336609
ENSMUSG00000105620	3.50860785	4.68549243	4.37775988	4.8124256	3.60607582	2.80958483
ENSMUSG00000057060	4.59253152	4.18648363	5.34767768	4.95856488	4.74085432	5.56703138
ENSMUSG00000021268	12.24934317	12.05328441	12.448486	12.11100118	10.58749495	11.3077389
ENSMUSG00000056553	7.85068384	8.13479583	8.60376825	8.19932603	8.19147109	7.52116362
ENSMUSG00000102241	4.93217591	3.70888209	2.04241426	2.29953547	3.54372254	2.86221016
ENSMUSG00000070880	7.86204943	7.07639283	8.29070309	7.97682222	6.86903073	7.88838531
ENSMUSG00000021301	5.97175985	6.67670459	6.84615312	6.26336627	6.69448529	6.5323334
ENSMUSG00000044703	2.71434713	2.74909568	2.40042903	2.51140499	3.60279299	5.31501555
ENSMUSG00000033578	6.44636593	5.57283888	6.53964499	5.98083276	6.21242409	6.00690683
ENSMUSG00000033060	7.98669982	8.28694542	8.6735577	8.17162726	8.10292278	8.20713783
ENSMUSG00000028039	4.59550844	4.10453818	5.88618571	5.71325007	5.57969661	5.99684124
ENSMUSG00000028836	3.536111	3.06583459	3.59581232	2.68449815	4.0764555	2.84156547
ENSMUSG00000029361	6.36221195	6.81038159	7.63590486	6.63715424	7.2499686	6.84711321
ENSMUSG00000023473	7.19690874	7.45444985	8.03755822	7.77739995	7.84015253	6.70663873
ENSMUSG00000034829	4.51594315	4.40158361	1.67003516	2.82928647	6.92123693	3.37223235
ENSMUSG00000000318	4.60167157	4.06640497	2.19058312	4.48582856	3.84762046	3.57759647
ENSMUSG00000032338	4.2810791	3.47011292	3.82543726	4.82909347	2.5969695	3.47937521
ENSMUSG00000032053	2.92284741	3.08647939	2.03746796	4.05448207	5.22716861	6.3465607
ENSMUSG00000105971	4.17690693	6.43226819	2.52325697	2.99691839	4.14071091	3.98279481
ENSMUSG00000035277	5.18216725	3.1385463	4.56606206	3.40363743	2.67652024	5.04660312
ENSMUSG00000042604	5.09871349	5.71852635	6.27800254	6.34140887	4.55364064	5.65157579
ENSMUSG00000033615	8.07154217	8.43397382	9.1036799	9.23663917	8.59075976	8.67331779
ENSMUSG00000064339	10.34746599	8.64912874	7.84812124	9.63108222	13.8267303	10.7406208
ENSMUSG00000038128	7.38890816	7.4550065	8.13403917	7.88581229	6.62026347	7.67104585
ENSMUSG00000035270	4.34200552	4.14757701	3.09708194	3.1873992	7.59752938	4.62973362
ENSMUSG00000034917	6.27558212	3.51930214	2.36873299	4.10535817	5.20081795	3.18977633
ENSMUSG00000097532	4.51592413	5.91238733	2.1527908	2.80271358	3.20212575	3.63140836
ENSMUSG00000063239	4.16776447	5.12265909	5.92500942	5.9557421	5.36978816	6.05600286
ENSMUSG00000030729	8.40158883	8.43683229	9.06897347	8.06106671	8.50587194	8.38877398
ENSMUSG00000067028	3.40232892	4.57081534	4.557166	5.21861905	4.44030169	3.86149156
ENSMUSG00000097497	2.99475845	5.05509492	2.81025563	2.06145346	3.25728976	2.3595565
ENSMUSG00000044067	6.20683679	6.66040039	6.50933538	5.48842161	6.01802233	6.09166855
ENSMUSG00000025867	9.99330894	10.39340207	11.05504931	11.53701146	10.39449211	10.74490331
ENSMUSG00000097444	2.99264566	4.59289382	2.06256061	2.28371493	2.63811847	2.34246684
ENSMUSG00000019828	5.34367509	5.24647784	6.28429549	6.57695159	6.01045622	6.02049133
ENSMUSG00000038692	4.77832971	3.1079719	2.04982246	1.82852668	3.96838391	3.55059802
ENSMUSG00000005892	5.82536043	3.5686254	2.27930473	3.09945931	3.00267738	4.19631553
ENSMUSG00000049281	6.60501374	7.41869005	7.71027306	7.39965837	7.0293797	7.29971147
ENSMUSG00000040972	6.11831959	6.80186383	7.29520835	6.77118263	7.07518418	7.09977111
ENSMUSG00000098318	3.67517514	2.33112634	2.17433708	3.64133259	2.68258976	3.45514705
ENSMUSG00000103301	4.27557919	5.07701518	1.68241417	2.09171285	3.19295801	3.10328278
ENSMUSG00000059456	9.76799938	9.13304717	10.03429914	9.44468099	9.6675107	9.78369738
ENSMUSG00000107148	5.18776582	2.34116683	2.62350283	3.6060502	3.19688749	2.31333037
ENSMUSG00000025221	5.06797877	5.49931777	6.01945787	6.1676651	4.15542268	5.96239252
ENSMUSG00000051111	6.38848214	6.77986265	6.54476954	7.75995385	5.96505449	6.80047008
ENSMUSG00000007021	6.74475157	6.25597186	7.35093744	7.15091911	7.17210692	7.0128477
ENSMUSG00000030854	7.10766673	7.12341585	7.62439897	8.09746491	5.4121315	7.102314
ENSMUSG00000036760	5.34253868	4.58768238	4.68591548	4.68566367	2.63864163	2.38470828
ENSMUSG00000085816	4.63473165	2.32607981	2.05833141	2.06448203	2.66953905	4.40853128
ENSMUSG00000021852	3.25695176	4.74446163	4.83273942	4.60361595	5.28773674	3.0218614
ENSMUSG00000055567	8.73852123	8.50503607	9.27590778	9.16444195	8.52709128	8.89085128
ENSMUSG00000037126	7.75146073	7.16894588	8.51745681	8.63912891	8.2190673	8.11714088
ENSMUSG00000004933	7.36469394	7.59152895	7.66909038	7.21239746	7.16969814	6.79638093
ENSMUSG00000021730	5.41312986	5.06271199	6.18675239	5.59867291	7.4913259	5.93754247
ENSMUSG00000032495	2.6559749	4.98059055	2.81919885	5.18958388	6.21546701	4.12288125
ENSMUSG00000059187	5.57459697	5.24936502	5.9414011	5.8429771	5.65989049	4.86376948
ENSMUSG00000027584	6.03742294	5.67499104	5.82473759	5.30571496	5.69358404	4.39279906
ENSMUSG00000079157	6.63632545	6.47064184	7.31718075	7.12720105	7.27438309	7.22743001
ENSMUSG00000016179	4.46666107	4.5197821	4.36360786	3.72886289	2.68639029	3.91558848
ENSMUSG00000036095	8.14060641	8.28614131	8.45412077	7.93394054	7.806537	8.09430619
ENSMUSG00000102992	3.34674423	5.58219996	2.79866531	2.0727844	4.48957278	2.38453721
ENSMUSG00000035681	6.43211899	6.16274135	6.7701323	5.96332696	6.24788523	6.68896714
ENSMUSG00000027568	4.02543063	2.73801503	3.45032642	2.8022726	2.67194286	3.40324212
ENSMUSG00000102257	4.1537092	5.61432797	2.75153819	2.10800048	2.67226388	3.58086054
ENSMUSG00000097545	6.965425	7.33796147	8.18793314	8.44936666	9.64435311	7.1028892
ENSMUSG00000038917	5.42607372	4.07683181	2.26658458	2.57609178	3.21025021	3.77422623
ENSMUSG00000079550	5.09450068	5.2837561	2.99352264	4.25118828	8.05730624	4.04208667
ENSMUSG00000063142	7.97841309	8.38813301	8.76228829	8.52819791	8.36394814	8.36238487
ENSMUSG00000103596	5.94188963	3.78798392	2.98434204	3.45886453	3.57958984	3.10380346
ENSMUSG00000073008	2.82102529	4.3930048	1.94131009	3.0459094	2.8432762	2.397002
ENSMUSG00000030226	7.86410842	8.54178963	8.94356221	8.74379601	8.5606924	8.06791583
ENSMUSG00000102508	3.62509072	3.93546973	2.88667573	4.34071223	2.78861411	3.85374606
ENSMUSG00000002068	4.28737061	4.77961757	5.02467866	4.40324464	4.38184199	5.47398475
ENSMUSG00000047692	2.27565721	4.96453809	1.67895995	2.77311674	3.90755556	3.42477087
ENSMUSG00000071753	6.39620354	5.69148506	5.80014977	5.30465739	4.59845678	4.10923973
ENSMUSG00000097672	4.54510383	5.51582324	2.2751318	1.81182738	2.63619147	3.81771629
ENSMUSG00000105542	5.13443982	3.76344648	2.0611598	2.57420049	3.17506272	3.80247238
ENSMUSG00000103613	3.25190005	4.96262681	2.26004606	2.23354843	2.61207094	3.28806173
ENSMUSG00000105461	4.5271168	4.19084824	1.72473508	2.14472484	3.47971609	2.34580103
ENSMUSG00000074968	5.78651934	6.3534832	6.37466104	7.23088556	5.95200949	6.05220551
ENSMUSG00000019775	6.71183854	6.40714477	6.92496124	6.50562655	6.26651218	6.29433881
ENSMUSG00000029304	12.03155096	9.08858368	6.69985772	9.126181	10.44065737	10.15389335
ENSMUSG00000031391	7.74608335	7.70010905	8.03058256	7.65570599	7.83103694	7.55427223
ENSMUSG00000060924	8.05495276	8.43427047	8.4487791	8.11318497	7.30359952	7.8022856
ENSMUSG00000104708	5.22847359	3.45991858	2.01710876	2.94912329	2.48749354	2.42087122
ENSMUSG00000048758	7.50379922	7.61971053	7.87094306	10.07853933	11.28481872	7.81556995
ENSMUSG00000058925	5.45465665	3.69798246	2.04049899	3.49703115	3.82402811	2.33907085
ENSMUSG00000085201	2.97020497	2.3474688	1.88807258	3.11062433	2.63990239	2.81203785
ENSMUSG00000048895	8.56667376	8.50037649	8.97511265	8.53014337	8.70345046	8.43816231
ENSMUSG00000027221	8.65114923	8.33627248	8.9631853	8.21240883	8.90713973	8.84288336
ENSMUSG00000064147	4.59589573	3.53698607	2.31624307	4.10612029	3.539398	2.33738183
ENSMUSG00000105708	2.237463	3.75372816	1.69241423	3.62884595	4.09803012	3.39848028
ENSMUSG00000064330	3.11155296	3.84705255	2.13031695	2.45185094	6.07870878	2.3212556
ENSMUSG00000046167	8.81562316	5.88245053	4.4667565	4.70020052	6.7950446	7.95452669
ENSMUSG00000004031	7.458758	7.70260092	7.72006177	7.25256901	7.11509122	6.8595172
ENSMUSG00000044641	3.60121374	2.30329971	4.030287	5.25747817	6.48684513	4.3492276
ENSMUSG00000031409	5.55224155	5.77465999	6.00451741	4.88320241	6.10327608	5.87374078
ENSMUSG00000043498	5.96442871	5.44735904	6.35043389	6.70927608	5.5579742	6.38929792
ENSMUSG00000086495	4.93976692	3.72358091	2.05380555	3.79660374	2.64921936	2.35578613
ENSMUSG00000090118	2.29631041	5.11358813	2.70655042	2.78500633	3.13067968	2.75919077
ENSMUSG00000039372	5.218429	5.76046309	5.32212361	4.98458747	3.65148767	4.02368236
ENSMUSG00000068428	5.77814148	4.17489485	2.49485825	2.86219902	4.33664882	3.96312741
ENSMUSG00000017723	4.42781757	3.43471941	1.68846774	2.38722738	2.65267342	3.19595004
ENSMUSG00000003872	5.26316007	5.39126047	5.28975762	4.8326408	5.10468832	4.02878624
ENSMUSG00000070304	7.94159818	8.84754881	8.64392183	8.575635	8.34611026	8.9423514
ENSMUSG00000022375	3.88991427	3.42114727	4.02106688	2.70626703	2.77464448	3.88843473
ENSMUSG00000094840	3.40194608	3.26747484	3.27984877	4.22792122	3.60013846	3.43135971
ENSMUSG00000008193	2.179528	3.79880606	3.1676031	4.51979274	4.48656141	4.35806236
ENSMUSG00000024673	2.20978013	3.18543326	1.67967749	3.09571961	4.23486987	2.36684112
ENSMUSG00000084088	4.1204581	2.3677251	2.3701443	1.84536802	2.61973364	3.04687049
ENSMUSG00000029755	2.22921722	4.11429983	3.18908637	3.60486666	2.71203909	2.46045748
ENSMUSG00000037541	8.25365325	8.41407948	8.96476987	8.90691212	8.43966169	8.41890636
